TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountTransactionCount,SpendRatio,Anomaly
183.67,Debit,Online,19,Student,238,1,910.26,6,0.20177751190014379,0
278.27,Debit,Branch,29,Doctor,123,1,6684.34,6,0.04163013844054889,0
470.3,Debit,ATM,40,Doctor,88,1,8524.09,3,0.05517304479988709,0
261.69,Debit,ATM,53,Retired,84,1,5126.65,6,0.05104502930559912,0
365.04,Debit,Branch,22,Student,94,1,873.89,7,0.4177184723738861,0
211.1,Debit,Branch,57,Retired,136,1,7059.77,9,0.029901823954743816,0
21.49,Debit,ATM,58,Doctor,240,1,11991.24,7,0.0017921415952043811,0
63.58,Debit,ATM,18,Student,199,1,8086.04,6,0.007862934133564842,0
321.86,Debit,ATM,63,Doctor,167,1,12626.49,6,0.025490852940531494,0
12.11,Debit,Branch,75,Retired,127,1,1730.28,3,0.0069988671949114175,0
642.54,Debit,Branch,44,Engineer,28,1,3143.17,9,0.2044241953046631,0
210.45,Debit,ATM,27,Student,146,1,1242.49,9,0.16937761938222745,0
313.65,Credit,Branch,55,Retired,173,1,1886.36,5,0.16627260880069228,0
99.76,Debit,Branch,26,Student,131,1,416.89,6,0.23929573174468732,0
115.32,Debit,Branch,53,Retired,113,1,5929.08,7,0.01944989775909602,0
33.61,Debit,Online,23,Student,72,1,479.08,10,0.07015529618946113,0
498.59,Credit,Online,33,Doctor,32,1,5862.99,4,0.08504022676989006,0
98.81,Debit,Branch,27,Student,91,1,797.1,6,0.12396186019367883,0
1.87,Debit,ATM,65,Retired,147,1,7287.94,7,0.00025658828111017895,0
78.92,Credit,Online,59,Engineer,95,1,5624.86,9,0.014030571402611674,0
194.29,Credit,Branch,39,Engineer,10,1,2988.41,10,0.06501450582411883,0
28.73,Debit,ATM,53,Engineer,185,1,2712.96,5,0.010589909137658095,0
105.53,Debit,Online,24,Student,88,1,1433.66,3,0.0736088049216076,0
737.34,Debit,Online,30,Doctor,34,1,7336.56,8,0.10050214255659036,0
237.86,Debit,ATM,18,Student,210,1,475.63,5,0.5000946008432059,0
409.61,Debit,Branch,65,Doctor,89,1,11698.15,6,0.03501493822953635,0
75.53,Credit,Online,21,Student,157,1,1034.35,6,0.0730217037461043,0
72.75,Debit,ATM,64,Doctor,15,1,12042.79,5,0.006040958942204457,0
39.11,Debit,Online,26,Student,143,1,518.54,9,0.07542330243716393,0
1309.79,Debit,ATM,23,Student,139,1,1258.93,7,1.0403993785166816,0
729.38,Debit,ATM,68,Doctor,90,1,9127.65,4,0.079908848301689,0
137.49,Debit,ATM,34,Engineer,50,1,4471.05,6,0.03075116576475064,0
504.71,Debit,Online,29,Engineer,61,1,6214.54,5,0.08121437776373734,0
371.47,Credit,Branch,24,Student,58,1,1187.04,3,0.3129380617928793,0
430.35,Debit,Online,36,Doctor,205,1,354.9,6,1.21259506304325,0
230.32,Debit,Branch,35,Engineer,56,1,791.46,7,0.29100649065010875,0
121.71,Debit,ATM,52,Retired,140,1,5878.89,3,0.020702887754826357,0
98.87,Debit,Online,20,Student,179,1,533.2,3,0.18542760342408846,0
117.55,Debit,ATM,24,Student,35,1,897.94,7,0.13091074981724002,0
244.64,Debit,Branch,30,Doctor,103,1,9159.56,5,0.026708706502595422,0
321.93,Debit,ATM,45,Engineer,12,1,4392.73,5,0.07328699903411548,0
1092.73,Debit,Branch,58,Retired,11,1,1390.98,6,0.7855828208487339,0
283.23,Debit,Online,40,Engineer,98,1,2008.77,3,0.14099672863993026,0
346.65,Debit,Online,30,Engineer,60,1,6356.96,9,0.05453078192322937,0
381.62,Debit,Online,64,Retired,164,1,6009.12,7,0.06350680288710027,0
388.65,Debit,ATM,76,Retired,43,1,7896.85,6,0.049215826501433066,0
29.22,Debit,ATM,24,Student,151,1,1649.43,5,0.017715210601752057,0
46.75,Debit,Branch,67,Retired,150,1,2840.43,6,0.016458775549973857,0
348.64,Debit,Online,57,Retired,128,1,3274.96,5,0.10645626173615474,0
319.17,Debit,Online,73,Retired,81,1,6501.56,8,0.04909129493676703,0
73.95,Debit,ATM,26,Student,76,1,363.92,8,0.2032039952955596,0
389.63,Debit,Online,27,Engineer,99,1,9748.48,11,0.03996828219376941,0
217.61,Debit,ATM,19,Student,45,1,1404.53,5,0.15493438976074284,0
199.84,Debit,ATM,21,Student,150,1,706.44,7,0.28288318494304987,0
56.35,Debit,ATM,44,Doctor,75,1,5095.73,6,0.011058278183776854,0
248.95,Credit,Branch,65,Retired,29,1,3059.79,5,0.08136179253686758,0
142.58,Debit,ATM,33,Engineer,145,1,7844.23,7,0.018176417547450273,0
1020.73,Debit,ATM,28,Student,87,1,1119.61,9,0.9116835245158268,0
84.34,Debit,Online,58,Retired,248,3,5313.97,7,0.015871372973743976,0
1607.55,Debit,ATM,31,Engineer,156,1,6227.99,12,0.25811698435913194,1
333.78,Debit,ATM,60,Retired,98,1,6810.94,5,0.049006451313612434,0
332.59,Debit,Online,55,Retired,143,1,1457.07,5,0.22825945062173092,0
236.81,Debit,Branch,22,Student,15,1,813.68,5,0.29103578444799205,0
417.8,Credit,Branch,27,Student,130,1,1518.82,9,0.2750819697193745,0
319.27,Debit,ATM,50,Doctor,150,1,10269.78,7,0.031088299816463154,0
384.1,Debit,Branch,42,Engineer,172,1,672.79,5,0.570906217825678,0
820.62,Credit,Branch,61,Doctor,158,1,6024.8,6,0.1362070107950355,0
474.77,Credit,Online,56,Engineer,50,1,2158.59,4,0.21994449978947134,0
542.72,Credit,Branch,43,Doctor,92,1,6011.8,9,0.09027579079431154,0
79.8,Debit,ATM,73,Retired,76,1,6372.58,2,0.012522400640678657,0
46.24,Debit,Branch,57,Engineer,52,1,2569.56,4,0.017995298735988655,0
327.8,Debit,ATM,61,Doctor,54,1,10585.48,4,0.03096694714744448,0
445.79,Debit,ATM,52,Doctor,161,1,717.99,6,0.620886076116853,0
55.89,Debit,Online,72,Retired,150,1,3689.65,7,0.015147778203494156,0
158.41,Debit,Branch,28,Student,16,1,1512.16,5,0.10475743238309813,0
101.19,Credit,Online,64,Doctor,75,1,14389.45,6,0.007032235417592586,0
827.14,Debit,Branch,36,Engineer,265,4,9800.21,9,0.08440023215380056,1
61.97,Debit,ATM,74,Retired,95,1,7014.69,5,0.008834317683555058,0
27.21,Debit,ATM,79,Retired,102,1,3520.61,5,0.007728774252959645,0
173.74,Debit,Online,80,Retired,64,1,4913.42,8,0.03536029886441563,0
176.11,Debit,Branch,38,Engineer,105,1,9155.35,5,0.01923574738351265,0
88.4,Debit,Online,46,Engineer,174,1,2567.53,8,0.034429977315046066,0
567.92,Debit,Online,53,Retired,14,1,3779.47,6,0.15026445467151622,0
138.11,Credit,Online,68,Retired,104,1,4177.65,8,0.033059255722573094,0
456.93,Credit,Branch,28,Engineer,193,1,7284.76,9,0.06272409789378909,0
101.42,Debit,Online,66,Retired,146,1,6530.59,3,0.015529990375249419,0
300.61,Debit,Online,44,Doctor,51,1,7895.54,5,0.038073393285230156,0
265.94,Debit,Online,54,Engineer,132,1,6781.3,4,0.03921666931234915,0
345.54,Debit,Online,29,Engineer,50,1,2091.78,5,0.16518945508041258,0
411.52,Debit,ATM,41,Doctor,88,1,11108.39,4,0.03704587250083417,0
111.21,Debit,Branch,35,Doctor,111,1,9088.36,10,0.01223653110986302,0
316.37,Debit,ATM,53,Engineer,86,1,4671.69,5,0.06772067481420926,0
260.63,Debit,Branch,37,Engineer,142,1,7534.73,6,0.03459048959340217,0
92.36,Debit,ATM,29,Engineer,144,1,6353.14,3,0.014537693149312476,0
262.06,Debit,Branch,63,Doctor,118,1,13587.52,3,0.019286816122966653,0
64.5,Debit,ATM,74,Retired,230,1,1351.24,9,0.04773393292284174,0
253.55,Debit,ATM,28,Engineer,85,5,2797.26,4,0.09064227104151107,1
408.28,Credit,Branch,21,Student,125,3,1222.77,5,0.3338976231515524,0
175.94,Debit,ATM,57,Retired,89,1,3728.04,7,0.04719369951182471,0
199.47,Debit,Online,57,Doctor,142,1,6067.44,4,0.03287547955500923,0
51.07,Debit,Branch,63,Retired,133,1,4292.16,5,0.011898438054735989,0
435.86,Debit,ATM,56,Retired,134,1,3801.82,4,0.11464509073379305,0
74.73,Credit,Branch,64,Retired,162,1,6353.22,11,0.011762539292260399,0
182.79,Credit,Online,23,Student,14,1,1251.85,6,0.14601589530681874,0
628.36,Debit,Online,44,Doctor,108,1,11869.71,9,0.05293810880557478,0
268.39,Debit,Online,29,Doctor,177,1,9409.43,7,0.02852351308365808,0
362.27,Debit,ATM,80,Retired,47,1,6003.59,6,0.06034222846606409,0
560.15,Credit,Online,50,Engineer,92,1,817.83,6,0.6849222859894808,0
351.99,Debit,ATM,80,Retired,45,2,3663.64,8,0.09607657931435246,0
132.36,Debit,Branch,28,Student,160,1,319.65,12,0.4140778847465077,0
24.77,Credit,Online,40,Engineer,17,1,478.23,7,0.05179516024098948,0
668.67,Debit,Online,44,Doctor,143,4,13446.81,6,0.04972703559451867,0
80.24,Credit,Branch,53,Doctor,58,1,8012.81,4,0.010013965125824816,0
8.65,Debit,ATM,68,Retired,198,1,4201.22,6,0.002058925735717421,0
178.91,Debit,ATM,18,Student,19,1,8870.89,6,0.020168213087786893,0
115.22,Debit,Branch,27,Engineer,108,1,906.2,5,0.12714632391142877,0
161.63,Debit,Online,46,Doctor,276,1,9286.37,7,0.01740507860724365,0
542.75,Credit,Branch,70,Retired,63,1,2224.08,5,0.24403348690679522,0
317.47,Credit,Online,67,Doctor,16,1,14639.28,7,0.021686175808040987,1
280.99,Debit,Branch,45,Engineer,29,1,9733.59,5,0.02886807433961357,0
24.19,Debit,ATM,29,Engineer,28,1,2756.2,5,0.008776576413988185,0
586.85,Debit,ATM,36,Doctor,86,1,6655.15,4,0.08817983052496214,0
372.41,Debit,ATM,55,Retired,143,1,3233.87,8,0.11515923610052589,0
63.17,Debit,ATM,20,Student,148,1,1676.57,7,0.037678116406245396,0
383.69,Debit,Online,54,Engineer,285,1,8371.11,9,0.04583502062948041,0
247.17,Credit,Branch,65,Retired,149,1,2611.64,3,0.09464168072689313,0
48.78,Credit,Branch,18,Student,136,1,552.06,5,0.08835995927326815,0
4.15,Credit,Branch,60,Retired,119,1,6017.36,7,0.0006896712167966166,0
60.99,Debit,Branch,34,Engineer,58,1,7281.46,5,0.008376067425521713,0
408.19,Debit,Branch,26,Engineer,241,1,6847.47,6,0.0596117981391495,0
524.6,Debit,Branch,58,Doctor,76,1,13017.7,9,0.0402989775149996,0
108.96,Debit,ATM,26,Student,247,1,7597.66,1,0.01434125768415373,0
70.03,Debit,Branch,63,Retired,49,1,7330.31,5,0.009553484082455608,0
124.84,Debit,Online,52,Retired,79,1,6711.78,4,0.01860013287294856,0
324.04,Debit,ATM,54,Retired,30,1,2248.06,7,0.1441420596241112,0
39.69,Debit,Online,70,Retired,163,1,3524.68,8,0.011260596674703529,0
157.7,Credit,Branch,58,Engineer,46,1,8332.58,4,0.01892571086155103,0
81.27,Credit,Online,22,Student,68,1,1814.48,3,0.04478969156568443,0
193.82,Debit,Branch,37,Engineer,176,1,3886.77,7,0.04986659861564589,0
16.73,Debit,Online,79,Retired,165,1,7591.13,6,0.002203887955806464,0
474.05,Debit,ATM,57,Retired,214,1,1484.31,4,0.3193739830670549,0
39.21,Debit,ATM,66,Doctor,245,4,9385.57,2,0.004177689789562393,1
637.75,Debit,Branch,79,Retired,152,1,4202.92,5,0.1517397424844162,0
153.59,Credit,Branch,66,Retired,174,1,4813.12,5,0.03191069403648633,0
186.6,Debit,Branch,18,Student,139,1,9716.68,5,0.01920409026621841,0
644.08,Debit,Online,24,Student,55,1,1980.62,12,0.3251911001343464,0
226.66,Debit,Branch,41,Doctor,168,1,10216.25,4,0.02218622290744038,0
305.0,Debit,ATM,22,Student,222,1,944.83,6,0.3228093908659823,0
233.1,Credit,Branch,42,Doctor,37,1,7469.2,9,0.03120816147484582,0
793.13,Debit,Online,68,Doctor,76,1,13389.16,8,0.05923672578471187,0
224.19,Debit,ATM,52,Doctor,93,1,8475.47,4,0.02645163037984722,0
214.83,Credit,ATM,23,Student,63,1,991.69,12,0.21663019475208792,0
163.46,Credit,Branch,63,Retired,111,1,6953.8,6,0.023506571912470058,0
194.99,Debit,Branch,34,Engineer,91,1,1370.03,7,0.1423253495009208,0
23.4,Debit,ATM,46,Doctor,175,4,14851.28,4,0.001575621763527708,1
227.5,Debit,Online,34,Doctor,277,1,11505.35,4,0.01977340974435944,0
259.9,Debit,Online,26,Student,100,1,914.28,4,0.28426739856206634,0
59.51,Credit,Online,36,Doctor,55,1,9955.88,2,0.005977372159992516,0
50.63,Debit,Online,64,Retired,143,1,4732.81,4,0.01069766162026859,0
1074.95,Debit,Branch,20,Student,91,1,530.86,6,2.0249217868190903,0
112.94,Credit,Online,73,Retired,31,1,3807.84,7,0.02965985958007726,0
11.81,Debit,ATM,21,Student,131,1,320.25,6,0.03687743834887,0
329.14,Debit,Branch,55,Doctor,14,1,12033.92,9,0.027351021090923803,0
154.24,Debit,ATM,61,Retired,82,1,6109.55,8,0.02524572182035384,0
233.44,Debit,Online,20,Student,297,1,1691.88,7,0.13797668783851874,0
141.8,Debit,ATM,18,Student,116,1,1697.67,4,0.08352624430233059,0
209.03,Debit,Branch,55,Engineer,126,1,8359.5,3,0.025005084006214387,0
1137.63,Debit,ATM,26,Student,144,1,1629.12,7,0.6983095125079215,0
261.14,Debit,ATM,42,Engineer,162,1,6100.08,5,0.042809274562285615,0
101.81,Debit,ATM,45,Doctor,105,1,13872.03,6,0.007339228644013004,0
98.71,Debit,ATM,32,Doctor,117,1,10095.23,5,0.009777885189561917,0
87.38,Debit,Branch,21,Student,252,1,1504.99,5,0.05806018606063704,0
83.39,Debit,Branch,32,Doctor,158,1,13182.11,5,0.00632599788173062,0
267.55,Debit,Online,46,Engineer,40,1,4330.04,5,0.061789267392935714,0
870.05,Debit,ATM,29,Doctor,39,1,905.25,8,0.9611157032740602,0
154.32,Credit,ATM,38,Engineer,269,1,6972.5,6,0.022132664005546556,0
164.51,Debit,Branch,78,Retired,110,1,3553.69,8,0.04629272658478165,0
758.12,Debit,ATM,69,Retired,90,1,6164.65,6,0.12297859550342909,0
103.76,Debit,Online,28,Engineer,188,1,9626.14,3,0.01077898304951,0
583.92,Debit,Online,55,Engineer,139,1,6364.14,7,0.09175159551525956,0
204.06,Debit,Online,77,Retired,159,1,4351.83,11,0.046890618321739096,0
53.51,Debit,Online,56,Retired,165,1,5773.5,9,0.009268208176551124,0
1108.46,Debit,Branch,30,Engineer,262,1,9257.04,8,0.11974237972425053,0
52.95,Credit,Online,68,Retired,14,1,6335.58,12,0.008357561567595135,0
120.17,Debit,ATM,49,Doctor,105,1,5403.79,4,0.022238095813793476,0
220.8,Debit,Online,31,Engineer,28,1,8135.31,11,0.02714094481078048,0
119.01,Debit,ATM,45,Doctor,87,1,9798.26,3,0.0121460340793712,0
183.32,Debit,ATM,21,Student,74,1,137.42,7,1.3340124192975973,0
858.88,Debit,Online,60,Engineer,227,1,7015.46,9,0.12242675445027588,0
11.46,Credit,Online,41,Engineer,128,1,2356.71,7,0.004862711131778152,0
61.37,Debit,Branch,75,Retired,164,1,4294.44,11,0.01429057103070349,0
103.08,Credit,Branch,49,Engineer,150,1,9251.38,9,0.011142121487667656,0
1.21,Debit,Branch,55,Retired,196,1,7542.74,8,0.00016041915781212244,0
425.18,Credit,Online,26,Engineer,172,1,9880.71,3,0.04303132058016953,0
60.96,Debit,ATM,52,Retired,238,1,6189.24,5,0.009849351439192291,0
64.21,Debit,ATM,51,Doctor,37,1,12540.18,7,0.005120341171242883,0
523.02,Debit,Online,53,Retired,83,1,4586.11,10,0.11404436414729616,0
50.26,Debit,Branch,65,Retired,164,1,1519.38,9,0.03307928212113308,0
110.08,Debit,Branch,19,Student,95,1,1447.26,7,0.07606096985986643,0
54.47,Credit,Branch,23,Student,34,1,1131.42,6,0.048143041062178135,0
79.76,Debit,Online,68,Doctor,115,1,10278.75,4,0.007759698399358193,0
16.79,Credit,Online,30,Doctor,146,1,535.15,7,0.031374380428396145,0
1531.31,Debit,Online,18,Student,62,4,859.86,6,1.780882913719874,1
68.62,Debit,Branch,29,Doctor,157,1,13891.47,4,0.004939721998507198,0
157.16,Debit,Branch,20,Student,280,1,1545.77,7,0.10167101120043077,0
643.38,Credit,Online,18,Student,105,1,1046.74,12,0.6146511969099184,1
328.34,Credit,Online,42,Engineer,31,1,2840.45,7,0.11559435964162593,0
72.68,Debit,Online,69,Retired,44,1,6216.77,5,0.011690958469283957,0
354.76,Debit,Branch,51,Doctor,279,1,10141.92,11,0.034979569908873694,0
793.88,Credit,ATM,22,Student,252,1,1404.06,6,0.5654174282764453,1
29.22,Debit,ATM,27,Engineer,69,1,7795.79,2,0.003748176895801225,0
653.97,Debit,Online,37,Engineer,100,1,3886.65,6,0.1682605838749036,0
366.43,Credit,Online,21,Student,92,1,1560.45,7,0.23482328664921473,0
120.86,Debit,Online,33,Doctor,162,4,13566.58,8,0.008908656412368736,0
233.74,Debit,Online,72,Retired,142,1,4749.54,9,0.049213186857646876,0
471.84,Debit,ATM,18,Student,138,1,1044.33,4,0.45181120477424563,0
213.4,Credit,Branch,73,Retired,100,1,2012.24,6,0.10605096754834926,0
254.21,Debit,ATM,48,Engineer,46,1,2487.2,8,0.1022073009721482,0
577.73,Debit,ATM,37,Doctor,63,1,14977.99,5,0.038571931187981884,0
170.26,Debit,ATM,27,Student,265,1,1969.48,4,0.08644921458227951,0
337.73,Debit,Online,78,Retired,107,4,7001.2,8,0.048238873267098685,0
330.61,Credit,Branch,64,Retired,113,1,2525.25,4,0.1309216904032405,0
132.33,Credit,ATM,35,Engineer,47,1,7457.94,8,0.017743505555497224,0
672.74,Credit,Branch,46,Engineer,118,1,5386.52,5,0.1248932518121287,0
74.04,Debit,Online,18,Student,66,1,1690.23,4,0.04380468904347522,0
197.18,Debit,Online,28,Engineer,135,1,3114.92,8,0.06330178603848,0
21.15,Debit,Branch,70,Retired,180,1,3466.74,5,0.006100832464791612,0
218.37,Debit,ATM,62,Doctor,105,1,9942.24,4,0.021963863252180735,0
590.01,Debit,Online,29,Doctor,140,3,9791.74,5,0.06025588908584594,0
697.82,Debit,Online,44,Engineer,153,1,6824.0,3,0.10225967159692312,0
302.76,Debit,ATM,38,Engineer,88,3,8583.39,2,0.03527277679882567,0
148.0,Debit,Branch,20,Student,35,1,1488.65,5,0.09941893595258162,0
22.26,Debit,Branch,19,Student,56,1,5583.88,4,0.0039864753469156305,0
0.86,Debit,ATM,25,Student,139,1,1357.22,9,0.0006336481879603293,0
757.1,Debit,Branch,65,Doctor,203,1,10553.23,2,0.0717410687801355,0
38.81,Credit,Online,25,Student,145,1,1619.6,5,0.023962706693240885,0
76.51,Credit,Online,49,Engineer,120,4,9475.4,7,0.008074593148495481,0
32.46,Debit,Online,31,Doctor,10,1,8656.18,6,0.003749922016697987,0
1022.75,Credit,Branch,62,Doctor,158,1,207.74,11,4.923221097370699,1
20.64,Debit,Branch,22,Student,59,1,949.38,5,0.02174050410014426,0
662.11,Debit,Branch,23,Student,219,1,1996.38,5,0.3316552944246321,0
288.77,Debit,ATM,55,Engineer,110,1,8836.51,7,0.03267919118217578,0
35.05,Debit,Branch,30,Doctor,105,1,14330.47,7,0.002445837434190339,0
214.73,Credit,ATM,46,Doctor,26,1,5368.42,5,0.03999873325857751,0
25.38,Debit,Branch,57,Engineer,66,1,8616.05,3,0.002945665353676377,0
617.66,Debit,ATM,41,Engineer,40,1,5906.58,8,0.10457151159457502,0
446.39,Debit,ATM,63,Retired,77,1,7863.6,6,0.05676662081391904,0
377.92,Debit,Branch,33,Engineer,204,1,2254.71,9,0.167613572620809,0
11.04,Debit,Online,30,Engineer,43,1,6983.04,7,0.0015809733274032894,0
275.46,Debit,ATM,36,Doctor,67,1,9697.75,7,0.02840452679394238,0
179.76,Debit,Online,78,Retired,81,1,5909.52,7,0.0304187141588171,0
32.34,Debit,Branch,44,Doctor,45,1,7847.62,4,0.0041209946402590925,0
273.92,Debit,Branch,79,Retired,109,1,4543.56,9,0.060287527708916516,0
375.45,Debit,Branch,19,Student,32,1,1307.23,6,0.28721035864224076,0
388.98,Debit,ATM,23,Student,155,1,1819.91,4,0.21373584290577094,0
492.84,Debit,ATM,25,Student,38,1,577.67,5,0.8531514384830191,0
148.85,Debit,ATM,57,Doctor,25,1,7802.36,6,0.019077561123714414,0
119.95,Credit,Branch,62,Retired,47,5,2596.61,5,0.0461948461794615,1
391.66,Debit,Branch,50,Engineer,103,1,2406.31,3,0.16276373300711988,0
185.99,Credit,Branch,41,Engineer,53,1,402.45,11,0.46214435427644796,0
322.48,Debit,ATM,27,Student,57,1,1238.43,3,0.2603942066940061,0
20.27,Debit,Branch,18,Student,22,1,796.35,6,0.025453631877269643,0
280.61,Debit,ATM,47,Engineer,129,3,7888.76,6,0.03557086280280949,0
199.02,Debit,ATM,61,Retired,269,1,4658.89,3,0.042718329810924216,0
104.23,Credit,Online,63,Retired,108,1,5009.29,7,0.02080733992081245,0
353.59,Credit,Branch,52,Retired,109,5,1822.34,4,0.1940307506061945,1
55.86,Debit,Online,39,Engineer,68,1,5346.46,4,0.010448034754869513,0
10.77,Debit,ATM,31,Doctor,178,1,10704.95,7,0.001006076627162129,0
95.55,Debit,Branch,33,Engineer,51,1,2434.74,10,0.03924443661645828,0
477.07,Debit,Online,27,Engineer,278,1,6568.07,7,0.07263473124885282,0
9.1,Credit,Online,52,Retired,63,1,2791.45,7,0.003259954492253293,0
21.41,Debit,Online,57,Doctor,99,1,658.91,6,0.03249305622174415,0
278.28,Debit,Branch,28,Student,26,1,1346.88,4,0.20661083239330277,0
388.1,Credit,Online,73,Retired,40,1,3022.12,5,0.1284197843619056,0
215.39,Debit,ATM,27,Student,216,1,1582.55,5,0.13610312384377665,0
194.37,Debit,ATM,66,Doctor,161,1,14395.88,3,0.013501779666472783,0
37.7,Debit,ATM,20,Student,109,1,1741.1,11,0.021652977878048492,0
19.59,Debit,Branch,64,Retired,122,1,1061.69,8,0.01845171360329556,0
81.35,Debit,Online,41,Engineer,103,1,7192.45,7,0.011310471381364526,0
314.54,Credit,Branch,58,Engineer,228,1,9923.45,6,0.031696637730127486,0
466.64,Debit,ATM,58,Doctor,11,1,10915.11,5,0.04275174501883009,0
397.01,Debit,ATM,22,Student,100,1,719.52,6,0.5517706171924253,0
472.48,Debit,Branch,55,Engineer,87,1,7128.82,9,0.06627744834870646,0
67.15,Debit,Online,59,Doctor,14,1,9028.49,3,0.007437567071085457,0
102.67,Debit,Branch,79,Retired,119,1,4656.94,6,0.022046665789023128,0
460.09,Credit,Online,35,Doctor,146,3,6990.64,4,0.0658151470168466,0
453.49,Debit,Branch,66,Doctor,147,1,6366.43,4,0.07123144357005191,0
267.17,Debit,ATM,26,Student,170,1,1382.62,3,0.1932345822190148,0
111.26,Debit,ATM,66,Doctor,43,1,14350.11,7,0.0077532506665431485,0
121.17,Debit,ATM,68,Doctor,158,1,12990.77,3,0.009327391671681208,0
213.28,Debit,Branch,51,Retired,94,1,4835.91,8,0.04410338479396146,0
187.88,Debit,ATM,60,Engineer,180,1,2154.58,5,0.08720028921088895,0
471.88,Credit,Online,34,Doctor,141,1,14833.34,9,0.03181212051243205,0
83.79,Debit,ATM,57,Engineer,47,1,5061.3,4,0.016555035234909934,0
212.14,Debit,Branch,72,Retired,105,1,7225.06,9,0.02936169384148824,0
99.16,Debit,Online,79,Retired,202,1,2607.58,5,0.038027596322921645,0
839.33,Credit,Branch,60,Doctor,86,1,11538.97,9,0.07273872791701623,0
29.91,Credit,Online,76,Retired,43,3,2834.84,8,0.010550859976044996,0
4.24,Debit,Online,38,Engineer,38,1,7822.73,4,0.0005420102693790912,0
50.29,Credit,Online,58,Doctor,64,1,7604.9,7,0.006612841711774196,0
135.85,Debit,Online,57,Retired,269,1,1480.39,8,0.09176635824501408,0
368.53,Debit,Branch,68,Doctor,34,1,13696.31,4,0.026907247260826276,0
17.95,Credit,Branch,64,Doctor,135,1,12344.9,9,0.001454041748856579,0
127.8,Credit,Branch,31,Engineer,47,1,8630.99,10,0.014807107858070618,0
16.73,Debit,Online,45,Engineer,48,1,2202.62,9,0.007595499870175064,0
317.12,Debit,Branch,44,Doctor,80,1,14409.74,7,0.022007336688928923,0
476.63,Debit,ATM,79,Retired,115,1,4894.25,3,0.09738570751926096,0
156.58,Debit,Branch,24,Student,160,1,8981.61,8,0.01743340000575242,0
55.12,Credit,Online,34,Engineer,261,1,3791.99,6,0.014535903273648128,0
15.74,Debit,Branch,27,Student,38,1,690.16,5,0.022806305453716452,0
353.68,Debit,Online,70,Retired,145,1,6777.12,3,0.05218735974545625,0
297.15,Debit,Online,76,Retired,178,1,5449.37,6,0.054529239059690864,0
647.85,Debit,Branch,36,Doctor,121,1,13779.97,5,0.047013890417022766,0
75.04,Debit,ATM,49,Engineer,178,1,9648.6,8,0.007777294107147883,0
273.92,Debit,Online,28,Student,35,1,1029.15,7,0.26616139274001466,0
215.8,Credit,Branch,51,Retired,66,1,3656.62,9,0.05901624981809363,0
963.77,Debit,ATM,41,Engineer,248,1,6710.51,11,0.14362097643305655,0
420.6,Debit,Branch,26,Student,55,1,1778.75,3,0.2364581855996729,0
688.36,Credit,Branch,23,Student,22,1,5191.13,7,0.13260311313220222,0
285.18,Credit,Branch,55,Doctor,150,1,14847.97,5,0.019206665948808717,0
213.55,Debit,ATM,63,Doctor,15,1,5238.37,4,0.04076649789769242,0
463.11,Credit,Branch,51,Doctor,159,1,10238.82,7,0.04523079803607174,0
150.03,Debit,ATM,73,Retired,176,1,7491.42,4,0.020026910759205985,0
428.61,Debit,Branch,51,Retired,131,1,2116.36,5,0.2025222542359416,0
309.56,Debit,Online,58,Doctor,147,1,972.04,8,0.3184642574537647,0
377.08,Credit,Branch,26,Student,71,1,6430.86,6,0.058636014376559256,0
77.25,Debit,Branch,68,Doctor,157,1,14077.97,5,0.005487296815174847,0
146.92,Debit,ATM,64,Retired,272,1,3990.6,5,0.03681651872696707,0
126.6,Debit,Branch,22,Student,146,1,961.65,2,0.13164872737847733,0
101.34,Debit,ATM,24,Student,46,1,703.26,2,0.14410033068708117,0
184.97,Debit,Branch,58,Doctor,268,1,1156.67,7,0.15991596427748653,0
451.15,Debit,ATM,46,Engineer,175,1,1356.47,7,0.3325912085590451,0
516.47,Credit,ATM,25,Student,94,1,1305.06,7,0.3957442539366447,0
880.04,Debit,ATM,25,Student,29,1,261.97,8,3.3593158239754235,1
353.69,Debit,Online,59,Engineer,163,1,9500.79,4,0.037227430521854045,0
66.69,Credit,Branch,25,Student,140,1,1210.33,7,0.055100674567261206,0
95.75,Debit,Branch,31,Engineer,169,1,337.62,6,0.28360285872866364,0
43.91,Debit,Online,27,Student,86,1,1806.68,9,0.024304248542607165,0
98.03,Debit,Branch,54,Engineer,165,1,6323.45,8,0.015502613264115929,0
617.66,Debit,ATM,42,Engineer,128,1,7155.95,2,0.08631418597626564,0
888.57,Debit,Online,62,Retired,102,1,7896.14,7,0.11253219913459969,0
107.48,Debit,Branch,22,Student,129,1,591.23,9,0.18179050146659506,0
36.57,Debit,ATM,62,Retired,69,1,2583.07,7,0.014157572136420722,0
575.62,Debit,Online,43,Doctor,129,1,234.41,8,2.4556118571898873,1
84.89,Debit,ATM,37,Engineer,70,1,4735.61,5,0.017925884906219297,0
832.3,Credit,Branch,69,Retired,86,1,6617.52,7,0.12577219241381635,0
180.65,Debit,Branch,22,Student,38,5,816.01,5,0.22138208819276617,1
7.76,Credit,Online,52,Retired,84,1,7393.11,4,0.0010496259340796689,0
109.3,Debit,Branch,56,Doctor,27,1,13510.11,5,0.008090237601255476,0
